"taxon"	"Número de pétalas "	"Inserção das folhas"	"Cores principais da flor/inflorescência"	"Espinescência"	"Porte"	"Consistência do fruto"	"Simetria do perianto"
"Lemna gibba"	"Flores sem perianto"	"Folhas todas basais"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Sem caule,Herbácea"	"Fruto seco"	"NA"
"Lemna minor"	"Flores sem perianto"	"Folhas todas basais"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Sem caule,Herbácea"	"Fruto seco"	"NA"
"Lemna trisulca"	"Flores sem perianto"		"NA"	"Sem espinhos"	"Herbácea,Sem caule"	"Fruto seco"	"NA"
"Spirodela polyrhiza"	"Flores sem perianto"		"NA"	"Sem espinhos"	"Sem caule,Herbácea"	"Fruto seco"	"NA"
"Spirodela punctata"	"Flores sem perianto"		"NA"	"Sem espinhos"	"Sem caule,Herbácea"	"Fruto seco"	"NA"
"Wolffia arrhiza"	"Flores sem perianto"	"Planta sem folhas,Folhas todas basais"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"NA"
"Pinguicula lusitanica"	"Flores com 5 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Pinguicula vulgaris"	"Flores com 5 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Utricularia australis"	"Flores com 5 pétalas"	"Planta sem folhas,Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Utricularia gibba"	"Flores com 5 pétalas"	"Planta sem folhas,Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Utricularia subulata"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Allium ampeloprasum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium baeticum"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium ericetorum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium guttatum subsp. sardoum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium massaessylum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium neapolitanum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium nigrum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium oleraceum"	"Flores com 6 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium paniculatum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium pruinatum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium roseum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium schmitzii"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium schoenoprasum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium scorzonerifolium"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium sphaerocephalon"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium stearnii"	"Flores com 6 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium subvillosum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium triquetrum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium ursinum subsp. ursinum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium victorialis"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas,Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Allium vineale"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Anthericum liliago"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Aphyllanthes monspeliensis"	"Flores com 6 pétalas"	"Planta sem folhas,Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Asparagus acutifolius"	"Flores com 6 pétalas"	"Planta sem folhas"	"Flores esverdeadas ou acastanhadas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Asparagus albus"	"Flores com 6 pétalas"	"Folhas fasciculadas"	"Flores brancas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Asparagus aphyllus"	"Flores com 6 pétalas"	"Planta sem folhas"	"Flores esverdeadas ou acastanhadas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Asphodelus aestivus"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Asphodelus albus subsp. villarsii"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus bento-rainhae subsp. bento-rainhae"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus fistulosus"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Asphodelus lusitanicus var. lusitanicus"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus lusitanicus var. ovoideus"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus lusitanicus"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus macrocarpus subsp. macrocarpus"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Asphodelus ramosus subsp. distalis"	"Flores com 6 pétalas"	"Folhas todas basais"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asphodelus serotinus"	"Flores com 6 pétalas"	"Folhas todas basais"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Bellevalia hackelii"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Colchicum lusitanum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Colchicum multiflorum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Dipcadi serotinum subsp. serotinum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Erythronium dens-canis"	"Flores com 6 pétalas"	"Folhas todas basais,Folhas opostas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Fritillaria lusitanica var. lusitanica"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Fritillaria lusitanica var. stenophylla"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Fritillaria lusitanica"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Fritillaria nervosa subsp. nervosa"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Gagea foliosa subsp. ellyptica"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Gagea soleirolii"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Gagea pratensis"	"Flores com 6 pétalas"	"Folhas opostas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Hyacinthoides hispanica"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Hyacinthoides paivae"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Hyacinthoides vicentina subsp. transtagana"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Hyacinthoides vicentina subsp. vicentina"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Hyacinthoides vicentina"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lilium martagon"	"Flores com 6 pétalas"	"Folhas alternas,Folhas verticiladas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Merendera filifolia"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Merendera montana"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Muscari comosum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases,Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Muscari neglectum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Narthecium ossifragum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum arabicum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum broteroi"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum concinnum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum gussonei"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum narbonense"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum orthophyllum subsp. baeticum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ornithogalum pyrenaicum"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores creme ou amarelo-limão,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Paradisea lusitanica"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Polygonatum odoratum"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto carnudo"	"Simetria radial"
"Ruscus aculeatus"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores roxas, violetas ou lilases"	"Sem espinhos,Ramos terminados em espinho,Folhas com margem ou ponta espinhosa"	"Arbusto ou subarbusto,Herbácea"	"Fruto carnudo"	"Simetria radial"
"Scilla autumnalis"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores rosa,Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Scilla hyacinthoides"	"Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Scilla monophyllos"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Scilla odorata"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Scilla peruviana"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Scilla ramburei"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Scilla verna"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Simethis mattiazzi"	"Flores com 6 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Tulipa sylvestris subsp. australis"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Urginea maritima"	"Flores com 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Veratrum album"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum austriacum"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Linum bienne"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum catharticum"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Linum maritimum"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Linum narbonense"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Linum setaceum"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum strictum"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum trigynum subsp. tenue"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum trigynum subsp. trigynum"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Linum trigynum"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Radiola linoides"	"Flores com 4 pétalas"	"Folhas opostas"	"Flores brancas,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lycopodiella inundata"	"NA"	"Folhas alternas"	"NA"	"Sem espinhos"	"Herbácea"	"NA"	"NA"
"Lycopodium clavatum"	"NA"	"Folhas alternas"	"NA"	"Sem espinhos"	"Herbácea"	"NA"	"NA"
"Lythrum borysthenicum"	"Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas alternas,Folhas opostas"	"Flores vermelhas ou alaranjadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lythrum hyssopifolia"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lythrum junceum"	"Flores com 6 pétalas"	"Folhas alternas,Folhas opostas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lythrum portula"	"Flores com 6 pétalas"	"Folhas alternas,Folhas opostas"	"Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lythrum salicaria"	"Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas,Folhas opostas,Folhas verticiladas"	"Flores rosa"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lythrum thymifolia"	"Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lythrum tribracteatum"	"Flores com 6 pétalas,Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Althaea cannabina"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Althaea hirsuta"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Althaea longiflora"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Althaea officinalis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Hibiscus palustris"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera arborea"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Lavatera cretica"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Lavatera maritima"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Lavatera mauritanica subsp. davaei"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera olbia var. hispida"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera olbia var. olbia"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera olbia"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa,Flores roxas, violetas ou lilases"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera triloba subsp. triloba"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Lavatera trimestris"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva hispanica"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva neglecta"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva nicaeensis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva parviflora"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva sylvestris"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malva tournefortiana"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Marsilea batardae"	"NA"	"Folhas todas basais"	"NA"	"Sem espinhos"	"Herbácea"	"NA"	"NA"
"Marsilea quadrifolia"	"NA"	"Folhas todas basais"	"NA"	"Sem espinhos"		"NA"	"NA"
"Marsilea strigosa"	"NA"	"Folhas todas basais"	"NA"	"Sem espinhos"		"NA"	"NA"
"Pilularia globulifera"	"NA"	"Folhas todas basais"	"NA"	"Sem espinhos"	"Herbácea"	"NA"	"NA"
"Pilularia minuta"	"NA"	"Folhas todas basais"	"NA"	"Sem espinhos"	"Herbácea"	"NA"	"NA"
"Menyanthes trifoliata"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Nymphoides peltata"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Glinus lotoides"	"Flores com 5 pétalas,Flores com 4 pétalas"	"Folhas fasciculadas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Mollugo cerviana"	"Flores com 5 pétalas,Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Monotropa hypopitys"	"Flores com 5 pétalas,Flores com 4 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ficus carica"	"Flores com 3 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto carnudo"	"Simetria radial"
"Myrica faya"	"Flores sem perianto"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Árvore,Arbusto ou subarbusto"	"Fruto carnudo"	"NA"
"Myrica gale"	"Flores sem perianto"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto seco"	"NA"
"Myrtus communis"	"Flores com 5 pétalas"	"Folhas opostas"	"Flores brancas"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Najas marina subsp. marina"	"Flores sem perianto,Flores com 2 pétalas,Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Najas minor"	"Flores sem perianto,Flores com 2 pétalas,Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Nuphar luteum subsp. luteum"	"Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco,Fruto carnudo"	"Simetria radial"
"Nymphaea alba"	"Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto carnudo"	"Simetria radial"
